"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute",,,,"User:","root"
"Cmdline:","dstat -cmndTr --output 30_dstat_compute.csv",,,,"Date:","26 Jul 2015 16:50:00 BRT"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"epoch","io/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
2.510,0.535,96.922,0.031,0.000,0.003,2319278080.0,251854848.0,7623954432.0,1.2496144384e+11,0.0,0.0,48869.948,927391.830,1437940200.893,2.783,187.131
0.156,0.094,99.750,0.0,0.0,0.0,2319396864.0,251854848.0,7623958528.0,1.2496132096e+11,392.0,1266.0,0.0,69632.0,1437940201.894,0.0,6.0
0.094,0.063,99.844,0.0,0.0,0.0,2319638528.0,251854848.0,7623962624.0,1.249610752e+11,198.0,438.0,0.0,0.0,1437940202.894,0.0,0.0
0.281,0.125,99.594,0.0,0.0,0.0,2319503360.0,251854848.0,7623962624.0,1.24961210368e+11,134.0,422.0,0.0,0.0,1437940203.894,0.0,0.0
0.094,0.031,99.875,0.0,0.0,0.0,2319872000.0,251854848.0,7623962624.0,1.24960841728e+11,1039.0,422.0,0.0,0.0,1437940204.894,0.0,0.0
0.532,0.188,99.281,0.0,0.0,0.0,2319736832.0,251854848.0,7623962624.0,1.24960976896e+11,540.0,422.0,0.0,0.0,1437940205.894,0.0,0.0
1.876,0.406,97.687,0.031,0.0,0.0,2319470592.0,251854848.0,7623974912.0,1.24961230848e+11,12544.0,13701.0,0.0,180224.0,1437940206.894,0.0,13.0
0.094,0.0,99.906,0.0,0.0,0.0,2319040512.0,251854848.0,7624019968.0,1.24961615872e+11,524.0,2295.0,0.0,49152.0,1437940207.894,0.0,2.0
0.312,0.187,99.500,0.0,0.0,0.0,2319024128.0,251854848.0,7624093696.0,1.24961558528e+11,134.0,438.0,0.0,0.0,1437940208.894,0.0,0.0
0.250,0.062,99.688,0.0,0.0,0.0,2319015936.0,251854848.0,7624093696.0,1.2496156672e+11,134.0,422.0,0.0,0.0,1437940209.894,0.0,0.0
0.125,0.094,99.781,0.0,0.0,0.0,2319003648.0,251854848.0,7624097792.0,1.24961574912e+11,886.0,894.0,0.0,0.0,1437940210.894,0.0,0.0
0.250,0.156,99.594,0.0,0.0,0.0,2318786560.0,251854848.0,7624097792.0,1.24961792e+11,580.0,776.0,0.0,0.0,1437940211.894,0.0,0.0
0.094,0.188,99.719,0.0,0.0,0.0,2319269888.0,251854848.0,7624097792.0,1.24961308672e+11,956.0,1124.0,0.0,57344.0,1437940212.894,0.0,11.0
1.657,0.156,98.124,0.0,0.0,0.063,2319134720.0,251854848.0,7624110080.0,1.24961431552e+11,157134.0,202655.0,0.0,40960.0,1437940213.894,0.0,2.0
1.283,0.125,98.592,0.0,0.0,0.0,2318774272.0,251854848.0,7624110080.0,1.24961792e+11,250257.0,282901.0,0.0,0.0,1437940214.894,0.0,0.0
0.720,0.094,99.186,0.0,0.0,0.0,2319454208.0,251854848.0,7624114176.0,1.24961107968e+11,169147.0,178565.0,0.0,0.0,1437940215.894,0.0,0.0
1.752,0.501,97.685,0.0,0.0,0.063,2320134144.0,251854848.0,7630819328.0,1.2495372288e+11,74272.0,136082.0,0.0,4096.0,1437940216.894,0.0,1.0
2.351,1.129,96.176,0.0,0.0,0.345,2326851584.0,251854848.0,7737069568.0,1.248407552e+11,81409191.0,603488.0,0.0,59166720.0,1437940217.894,0.0,226.0
2.517,1.321,96.099,0.031,0.0,0.031,2329280512.0,251854848.0,7847968768.0,1.24727427072e+11,122275696.0,985423.0,0.0,147456.0,1437940218.894,0.0,4.0
2.259,0.565,96.799,0.0,0.0,0.377,2330402816.0,251854848.0,7958282240.0,1.24615991296e+11,109864957.0,655252.0,0.0,0.0,1437940219.894,0.0,0.0
1.881,0.690,96.865,0.0,0.0,0.564,2333257728.0,251854848.0,8072429568.0,1.24498989056e+11,121821843.0,847258.0,0.0,0.0,1437940220.894,0.0,0.0
2.542,0.785,96.485,0.0,0.0,0.188,2337730560.0,251854848.0,8189239296.0,1.24377706496e+11,121048490.0,939752.0,0.0,0.0,1437940221.894,0.0,0.0
