"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","controller",,,,"User:","root"
"Cmdline:","dstat -cmndTr --output 10_dstat_controller.csv",,,,"Date:","26 Jul 2015 16:42:09 BRT"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"epoch","io/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
0.729,0.267,98.664,0.337,0.000,0.003,12033384448.0,381026304.0,16023429120.0,39074762752.0,0.0,0.0,1217.412,924224.782,1437939729.250,0.085,89.814
1.001,0.313,98.249,0.438,0.0,0.0,12033863680.0,381026304.0,16023437312.0,39074275328.0,440.0,1218.0,0.0,221184.0,1437939730.251,0.0,13.0
0.408,0.157,99.373,0.063,0.0,0.0,12034445312.0,381026304.0,16023437312.0,39073693696.0,2457.0,2037.0,0.0,20480.0,1437939731.251,0.0,3.0
0.344,0.250,99.405,0.0,0.0,0.0,12034633728.0,381026304.0,16023437312.0,39073505280.0,134.0,438.0,0.0,0.0,1437939732.251,0.0,0.0
0.407,0.219,99.092,0.282,0.0,0.0,12034420736.0,381026304.0,16023441408.0,39073714176.0,274.0,562.0,0.0,24576.0,1437939733.251,0.0,3.0
0.564,0.157,99.185,0.094,0.0,0.0,12034064384.0,381026304.0,16023449600.0,39074062336.0,628.0,776.0,0.0,57344.0,1437939734.251,0.0,6.0
0.594,0.250,99.155,0.0,0.0,0.0,12033744896.0,381026304.0,16023449600.0,39074381824.0,11724.0,11589.0,0.0,311296.0,1437939735.251,0.0,7.0
0.531,0.156,99.312,0.0,0.0,0.0,12033269760.0,381026304.0,16023449600.0,39074856960.0,3732.0,2916.0,0.0,0.0,1437939736.251,0.0,0.0
0.532,0.188,99.155,0.125,0.0,0.0,12033847296.0,381026304.0,16023449600.0,39074279424.0,1756.0,1484.0,0.0,94208.0,1437939737.251,0.0,6.0
2.251,0.469,97.123,0.125,0.0,0.031,12058808320.0,381026304.0,16023449600.0,39049318400.0,886.0,974.0,0.0,36864.0,1437939738.251,0.0,4.0
4.297,0.816,93.350,1.506,0.0,0.031,12065685504.0,381026304.0,16023457792.0,39042433024.0,462.0,952.0,0.0,823296.0,1437939739.251,0.0,101.0
4.850,0.939,91.395,2.722,0.0,0.094,12065230848.0,381026304.0,16023539712.0,39042805760.0,134.0,438.0,0.0,8630272.0,1437939740.251,0.0,306.0
4.330,0.973,92.752,1.820,0.0,0.126,12066680832.0,381026304.0,16023605248.0,39041290240.0,2457.0,2037.0,0.0,1527808.0,1437939741.251,0.0,126.0
4.393,0.816,92.752,1.977,0.0,0.063,12069535744.0,381026304.0,16023654400.0,39038386176.0,134.0,438.0,0.0,1409024.0,1437939742.251,0.0,129.0
8.284,0.910,88.265,2.416,0.0,0.126,12045950976.0,381026304.0,16023744512.0,39061880832.0,91501.0,85074.0,0.0,1888256.0,1437939743.251,0.0,174.0
6.184,0.843,90.881,2.030,0.0,0.062,12047888384.0,381026304.0,16023834624.0,39059853312.0,249974.0,153977.0,0.0,1982464.0,1437939744.251,0.0,166.0
14.594,2.067,80.457,2.474,0.0,0.407,12051636224.0,381026304.0,16023896064.0,39056044032.0,80629.0,54295.0,0.0,3952640.0,1437939745.250,0.0,209.0
8.666,1.287,88.257,1.570,0.0,0.220,12057292800.0,381026304.0,16024137728.0,39050145792.0,100585.0,61426.0,0.0,2543616.0,1437939746.250,0.0,146.0
7.505,1.188,89.619,1.501,0.0,0.188,12056158208.0,381026304.0,16024215552.0,39051202560.0,181924.0,86514889.0,0.0,1523712.0,1437939747.250,0.0,113.0
