"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","controller",,,,"User:","stack"
"Cmdline:","dstat -cmndTr --output 5_dstat_controller.csv 1 60",,,,"Date:","27 Jul 2015 12:39:40 BRT"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"epoch","io/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
0.729,0.266,98.670,0.333,0.000,0.003,11115896832.0,381607936.0,13580021760.0,42435076096.0,0.0,0.0,1203.104,913873.859,1438011580.673,0.085,88.547
0.563,0.156,98.187,1.094,0.0,0.0,11116179456.0,381612032.0,13580021760.0,42434789376.0,322.0,1148.0,0.0,61485056.0,1438011581.674,0.0,477.0
0.501,0.094,99.030,0.376,0.0,0.0,11117170688.0,381612032.0,13580021760.0,42433798144.0,134.0,438.0,0.0,31391744.0,1438011582.674,0.0,254.0
0.282,0.251,98.716,0.752,0.0,0.0,11115446272.0,381612032.0,13580034048.0,42435510272.0,476.0,438.0,0.0,7663616.0,1438011583.674,0.0,139.0
1.094,0.313,98.500,0.094,0.0,0.0,11115864064.0,381612032.0,13580038144.0,42435088384.0,1272.0,824.0,0.0,270336.0,1438011584.674,0.0,15.0
3.193,0.376,96.306,0.125,0.0,0.0,11140083712.0,381612032.0,13580042240.0,42410864640.0,2831.0,2298.0,0.0,266240.0,1438011585.674,0.0,13.0
3.823,0.752,93.732,1.630,0.0,0.063,11141595136.0,381612032.0,13580042240.0,42409353216.0,13109.0,12332.0,0.0,1396736.0,1438011586.674,0.0,117.0
6.277,0.816,91.055,1.726,0.0,0.126,11117056000.0,381612032.0,13580136448.0,42433798144.0,406.0,438.0,0.0,1769472.0,1438011587.674,0.0,144.0
8.260,1.319,88.662,1.602,0.0,0.157,11116859392.0,381612032.0,13580230656.0,42433900544.0,105906.0,105599.0,0.0,1888256.0,1438011588.674,0.0,134.0
8.991,1.065,87.813,1.974,0.0,0.157,11119620096.0,381612032.0,13580312576.0,42431057920.0,74875.0,42640.0,0.0,2113536.0,1438011589.674,0.0,164.0
10.540,1.694,85.445,2.070,0.0,0.251,11119849472.0,381612032.0,13580435456.0,42430705664.0,299026.0,50371570.0,0.0,2088960.0,1438011590.674,0.0,183.0
3.970,0.938,94.561,0.438,0.0,0.094,11118575616.0,381612032.0,13580558336.0,42431856640.0,399535.0,46328797.0,0.0,688128.0,1438011591.674,0.0,43.0
0.628,0.251,98.776,0.345,0.0,0.0,11118485504.0,381612032.0,13580558336.0,42431946752.0,70722.0,39805.0,0.0,331776.0,1438011592.674,0.0,16.0
0.533,0.157,98.935,0.376,0.0,0.0,11117043712.0,381612032.0,13580558336.0,42433388544.0,134.0,438.0,0.0,5931008.0,1438011593.674,0.0,108.0
2.005,0.439,96.898,0.627,0.0,0.031,11116228608.0,381612032.0,13580558336.0,42434203648.0,2458.0,7169.0,0.0,1900544.0,1438011594.674,0.0,70.0
1.033,0.219,98.591,0.157,0.0,0.0,11115585536.0,381612032.0,13580627968.0,42434777088.0,15811.0,12890.0,0.0,266240.0,1438011595.674,0.0,17.0
2.131,0.439,97.305,0.125,0.0,0.0,11115483136.0,381612032.0,13580632064.0,42434875392.0,1440.0,438.0,0.0,196608.0,1438011596.674,0.0,9.0
8.723,1.537,88.139,1.381,0.0,0.220,11122200576.0,381612032.0,13580644352.0,42428145664.0,156682.0,87501.0,0.0,1748992.0,1438011597.674,0.0,132.0
6.181,0.973,91.967,0.816,0.0,0.063,11121893376.0,381612032.0,13580783616.0,42428313600.0,48996.0,32661.0,0.0,1708032.0,1438011598.674,0.0,75.0
2.002,0.469,96.903,0.594,0.0,0.031,11117334528.0,381612032.0,13580881920.0,42432774144.0,53515.0,37660.0,0.0,503808.0,1438011599.674,0.0,19.0
0.501,0.094,99.186,0.219,0.0,0.0,11117535232.0,381612032.0,13580886016.0,42432569344.0,510.0,1386.0,0.0,331776.0,1438011600.674,0.0,18.0
0.501,0.125,99.311,0.063,0.0,0.0,11114786816.0,381612032.0,13580886016.0,42435317760.0,1869.0,438.0,0.0,225280.0,1438011601.674,0.0,11.0
0.501,0.125,99.060,0.313,0.0,0.0,11117318144.0,381612032.0,13580886016.0,42432786432.0,1629.0,438.0,0.0,241664.0,1438011602.674,0.0,14.0
0.565,0.157,99.216,0.063,0.0,0.0,11114999808.0,381612032.0,13580886016.0,42435104768.0,1694.0,438.0,0.0,245760.0,1438011603.674,0.0,9.0
1.002,0.438,97.997,0.563,0.0,0.0,11114196992.0,381612032.0,13580890112.0,42435903488.0,1993.0,438.0,0.0,7618560.0,1438011604.674,0.0,129.0
0.376,0.156,99.405,0.063,0.0,0.0,11113283584.0,381612032.0,13580914688.0,42436792320.0,2595.0,2794.0,0.0,159744.0,1438011605.674,0.0,9.0
0.438,0.157,99.311,0.094,0.0,0.0,11113156608.0,381612032.0,13580914688.0,42436919296.0,204.0,556.0,0.0,180224.0,1438011606.674,0.0,10.0
0.563,0.125,99.186,0.125,0.0,0.0,11112837120.0,381612032.0,13580914688.0,42437238784.0,1869.0,438.0,0.0,450560.0,1438011607.674,0.0,63.0
0.408,0.094,99.248,0.251,0.0,0.0,11112591360.0,381612032.0,13580914688.0,42437484544.0,134.0,438.0,0.0,184320.0,1438011608.674,0.0,12.0
0.345,0.063,99.530,0.063,0.0,0.0,11111944192.0,381612032.0,13580914688.0,42438131712.0,476.0,438.0,0.0,126976.0,1438011609.674,0.0,7.0
0.376,0.156,99.343,0.125,0.0,0.0,11111636992.0,381612032.0,13580922880.0,42438430720.0,2561.0,438.0,0.0,114688.0,1438011610.674,0.0,10.0
0.407,0.156,99.186,0.250,0.0,0.0,11111763968.0,381612032.0,13580922880.0,42438303744.0,134.0,438.0,0.0,94208.0,1438011611.674,0.0,7.0
0.470,0.094,99.342,0.094,0.0,0.0,11110891520.0,381612032.0,13580922880.0,42439176192.0,134.0,438.0,0.0,155648.0,1438011612.674,0.0,12.0
0.501,0.156,99.280,0.063,0.0,0.0,11113115648.0,381612032.0,13580926976.0,42436947968.0,2168.0,438.0,0.0,94208.0,1438011613.674,0.0,7.0
0.970,0.438,97.685,0.876,0.0,0.031,11114192896.0,381612032.0,13580931072.0,42435866624.0,740.0,438.0,0.0,7479296.0,1438011614.674,0.0,167.0
