"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","controller",,,,"User:","stack"
"Cmdline:","dstat -cmndTr --output 5_instancias_dstat_controller.csv",,,,"Date:","26 Jul 2015 15:46:00 BRT"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"epoch","io/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
0.728,0.267,98.666,0.337,0.000,0.003,11890208768.0,380887040.0,15785021440.0,39456485376.0,0.0,0.0,1218.326,922946.419,1437936360.680,0.085,89.810
0.687,0.312,99.001,0.0,0.0,0.0,11890298880.0,380887040.0,15785025536.0,39456391168.0,4788.0,33775.0,0.0,0.0,1437936361.681,0.0,0.0
0.781,0.281,98.813,0.125,0.0,0.0,11890425856.0,380887040.0,15785025536.0,39456264192.0,770.0,31426.0,0.0,196608.0,1437936362.682,0.0,4.0
0.814,0.407,98.090,0.689,0.0,0.0,11897516032.0,380887040.0,15785025536.0,39449174016.0,828.0,31200.0,0.0,2310144.0,1437936363.681,0.0,346.0
3.662,1.095,94.491,0.689,0.0,0.063,11917848576.0,380887040.0,15785029632.0,39428837376.0,4842.0,44032.0,0.0,520192.0,1437936364.681,0.0,53.0
5.281,0.938,92.188,1.469,0.0,0.125,11918831616.0,380887040.0,15785127936.0,39427756032.0,1590.0,32800.0,0.0,1486848.0,1437936365.682,0.0,148.0
7.369,1.098,89.495,1.881,0.0,0.157,11923505152.0,380887040.0,15785193472.0,39423016960.0,29674.0,58404.0,0.0,1904640.0,1437936366.681,0.0,163.0
7.145,1.322,89.487,1.920,0.0,0.126,11899805696.0,380887040.0,15785267200.0,39446642688.0,150104.0,127669.0,0.0,2064384.0,1437936367.681,0.0,160.0
9.400,1.635,85.759,3.018,0.0,0.189,11901423616.0,380887040.0,15785431040.0,39444860928.0,157845.0,97204.0,0.0,4603904.0,1437936368.682,0.0,568.0
1.692,0.595,92.826,4.887,0.0,0.0,11901902848.0,380887040.0,15785435136.0,39444377600.0,32701.0,46257.0,0.0,8310784.0,1437936369.681,0.0,1557.0
9.853,1.726,86.131,2.071,0.0,0.220,11902038016.0,380887040.0,15785558016.0,39444119552.0,61995.0,84455.0,0.0,2359296.0,1437936370.681,0.0,176.0
5.641,0.877,92.510,0.846,0.0,0.125,11901898752.0,380887040.0,15785635840.0,39444180992.0,148330.0,143846.0,0.0,1638400.0,1437936371.681,0.0,76.0
0.873,0.561,98.160,0.405,0.0,0.0,11902382080.0,380887040.0,15785668608.0,39443664896.0,2444.0,32656.0,0.0,417792.0,1437936372.681,0.0,12.0
0.781,0.375,98.594,0.250,0.0,0.0,11902218240.0,380887040.0,15785668608.0,39443828736.0,898.0,32588.0,0.0,1089536.0,1437936373.682,0.0,29.0
2.217,0.562,96.658,0.562,0.0,0.0,11901956096.0,380887040.0,15785705472.0,39444054016.0,12685.0,47734.0,0.0,581632.0,1437936374.681,0.0,42.0
0.563,0.469,98.687,0.281,0.0,0.0,11901767680.0,380887040.0,15785705472.0,39444242432.0,5430.0,34467.0,0.0,348160.0,1437936375.681,0.0,10.0
6.117,1.311,91.448,1.061,0.0,0.062,11920097280.0,380887040.0,15785717760.0,39425900544.0,36757.0,65655.0,0.0,1126400.0,1437936376.681,0.0,75.0
9.045,1.596,87.887,1.346,0.0,0.125,11905523712.0,380887040.0,15785820160.0,39440371712.0,151122.0,105837.0,0.0,2256896.0,1437936377.681,0.0,116.0
4.325,0.815,93.858,0.846,0.0,0.157,11904704512.0,380887040.0,15785852928.0,39441158144.0,53056.0,63726.0,0.0,1462272.0,1437936378.681,0.0,59.0
2.473,0.657,96.368,0.438,0.0,0.063,11905183744.0,380887040.0,15785861120.0,39440670720.0,38681.0,60049.0,0.0,1089536.0,1437936379.682,0.0,39.0
1.378,0.501,97.964,0.157,0.0,0.0,11904561152.0,380887040.0,15785869312.0,39441285120.0,700.0,31217.0,0.0,462848.0,1437936380.681,0.0,14.0
0.909,0.439,98.152,0.501,0.0,0.0,11905105920.0,380887040.0,15785869312.0,39440740352.0,25605.0,62959.0,0.0,487424.0,1437936381.681,0.0,15.0
0.781,0.500,98.501,0.219,0.0,0.0,11904475136.0,380887040.0,15785893888.0,39441346560.0,2932.0,30931.0,0.0,516096.0,1437936382.682,0.0,15.0
