"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute",,,,"User:","root"
"Cmdline:","dstat -cmndTr --output 30_instancias_dstat_compute.csv",,,,"Date:","26 Jul 2015 15:23:36 BRT"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"epoch","io/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
2.497,0.532,96.942,0.026,0.000,0.003,2376609792.0,245592064.0,10140884992.0,1.22393444352e+11,0.0,0.0,28623.674,910622.277,1437935016.341,1.689,187.141
0.312,0.281,99.407,0.0,0.0,0.0,2376556544.0,245592064.0,10140884992.0,1.223934976e+11,2626.0,33260.0,0.0,0.0,1437935017.342,0.0,0.0
0.188,0.219,99.500,0.031,0.0,0.063,2376704000.0,245592064.0,10140889088.0,1.22393346048e+11,840.0,36673.0,0.0,7434240.0,1437935018.342,0.0,1692.0
0.250,0.313,99.437,0.0,0.0,0.0,2376654848.0,245592064.0,10140889088.0,1.223933952e+11,2216.0,28489.0,0.0,0.0,1437935019.342,0.0,0.0
0.156,0.219,99.625,0.0,0.0,0.0,2376732672.0,245592064.0,10140889088.0,1.22393317376e+11,1046.0,32477.0,0.0,204800.0,1437935020.342,0.0,2.0
0.282,0.219,99.499,0.0,0.0,0.0,2375979008.0,245592064.0,10140893184.0,1.22394066944e+11,1318.0,31169.0,0.0,0.0,1437935021.342,0.0,0.0
0.125,0.188,99.687,0.0,0.0,0.0,2376638464.0,245592064.0,10140893184.0,1.22393407488e+11,1722.0,34361.0,0.0,0.0,1437935022.342,0.0,0.0
0.219,0.157,99.624,0.0,0.0,0.0,2375774208.0,245592064.0,10140893184.0,1.22394271744e+11,1131.0,29943.0,0.0,0.0,1437935023.342,0.0,0.0
0.344,0.344,99.313,0.0,0.0,0.0,2376392704.0,245592064.0,10140893184.0,1.22393653248e+11,1120.0,37028.0,0.0,0.0,1437935024.342,0.0,0.0
0.188,0.156,99.656,0.0,0.0,0.0,2375692288.0,245592064.0,10140893184.0,1.22394353664e+11,2357.0,29130.0,0.0,167936.0,1437935025.342,0.0,2.0
0.281,0.250,99.469,0.0,0.0,0.0,2375692288.0,245592064.0,10140893184.0,1.22394353664e+11,2688.0,37490.0,0.0,0.0,1437935026.342,0.0,0.0
0.250,0.250,99.468,0.031,0.0,0.0,2375114752.0,245592064.0,10140897280.0,1.22394927104e+11,1038.0,32506.0,0.0,0.0,1437935027.342,0.0,0.0
0.125,0.188,99.687,0.0,0.0,0.0,2375225344.0,245592064.0,10140901376.0,1.22394812416e+11,1155.0,28361.0,0.0,7434240.0,1437935028.342,0.0,1703.0
0.407,0.281,99.312,0.0,0.0,0.0,2375077888.0,245592064.0,10140901376.0,1.22394959872e+11,1423.0,35487.0,0.0,0.0,1437935029.342,0.0,0.0
2.290,0.690,96.989,0.0,0.0,0.031,2375319552.0,245592064.0,10140921856.0,1.22394697728e+11,840.0,31144.0,0.0,180224.0,1437935030.342,0.0,2.0
0.407,0.282,99.312,0.0,0.0,0.0,2375884800.0,245592064.0,10140991488.0,1.22394062848e+11,11297.0,42020.0,0.0,0.0,1437935031.342,0.0,0.0
0.125,0.188,99.687,0.0,0.0,0.0,2376101888.0,245592064.0,10140995584.0,1.22393841664e+11,1050.0,31307.0,0.0,0.0,1437935032.342,0.0,0.0
0.783,0.313,98.904,0.0,0.0,0.0,2376699904.0,245592064.0,10141003776.0,1.22393235456e+11,1178.0,35638.0,0.0,0.0,1437935033.342,0.0,0.0
1.629,0.345,97.996,0.0,0.0,0.031,2375385088.0,245592064.0,10141024256.0,1.22394529792e+11,209796.0,296816.0,0.0,0.0,1437935034.342,0.0,0.0
1.314,0.313,98.311,0.031,0.0,0.031,2375290880.0,245592064.0,10141057024.0,1.22394591232e+11,242737.0,298852.0,0.0,172032.0,1437935035.342,0.0,2.0
1.468,0.781,97.720,0.0,0.0,0.031,2378063872.0,245592064.0,10141089792.0,1.22391785472e+11,140775.0,180839.0,0.0,589824.0,1437935036.342,0.0,17.0
2.632,1.222,96.147,0.0,0.0,0.0,2382073856.0,245612544.0,10141122560.0,1.2238772224e+11,77270.0,170116.0,0.0,1069056.0,1437935037.342,0.0,37.0
3.664,2.819,93.517,0.0,0.0,0.0,2393653248.0,245628928.0,10142777344.0,1.2237447168e+11,135594.0,309750.0,0.0,3260416.0,1437935038.342,0.0,118.0
6.572,3.396,90.0,0.0,0.0,0.031,2402045952.0,245633024.0,10145054720.0,1.22363797504e+11,94767.0,161734.0,0.0,1101824.0,1437935039.342,0.0,49.0
11.223,5.738,83.008,0.0,0.0,0.032,2419445760.0,245645312.0,10152296448.0,1.2233914368e+11,148693.0,171171.0,0.0,5947392.0,1437935040.342,0.0,241.0
18.549,9.621,71.451,0.379,0.0,0.0,2457493504.0,245678080.0,10159497216.0,1.222938624e+11,51078.0,117182.0,115712.0,9302016.0,1437935041.342,26.0,385.0
12.358,5.549,82.062,0.0,0.0,0.032,2430193664.0,245678080.0,10170966016.0,1.2230969344e+11,22472.0,56994.0,111616.0,17141760.0,1437935042.342,25.0,710.0
4.802,1.130,93.660,0.408,0.0,0.0,2431111168.0,245678080.0,10173923328.0,1.22305818624e+11,54523.0,77742.0,8192.0,3284992.0,1437935043.342,2.0,141.0
4.992,2.198,92.214,0.597,0.0,0.0,2468892672.0,245678080.0,10175651840.0,1.22266308608e+11,45626.0,75630.0,1794048.0,2727936.0,1437935044.342,166.0,100.0
8.488,3.678,87.425,0.409,0.0,0.0,2595270656.0,245678080.0,10176438272.0,1.22139144192e+11,53118.0,109869.0,28027904.0,2292736.0,1437935045.342,1719.0,87.0
10.129,4.844,84.177,0.818,0.0,0.031,2830471168.0,245682176.0,10177806336.0,1.2190257152e+11,56696.0,78197.0,50030080.0,3160064.0,1437935046.342,3192.0,125.0
11.665,4.860,82.001,1.442,0.0,0.031,3084484608.0,245686272.0,10178482176.0,1.21647878144e+11,52550.0,117606.0,10191872.0,1105920.0,1437935047.342,731.0,48.0
13.675,6.822,67.294,12.082,0.0,0.128,3358842880.0,245714944.0,10182537216.0,1.2136943616e+11,22964.0,136961.0,112043008.0,19099648.0,1437935048.342,9441.0,862.0
15.068,8.315,62.472,13.922,0.0,0.223,3634966528.0,245714944.0,10182574080.0,1.21093275648e+11,169295.0,441574.0,83044864.0,26873856.0,1437935049.342,10152.0,1224.0
10.003,2.202,67.914,19.849,0.0,0.031,3794354176.0,245714944.0,10182656000.0,1.2093380608e+11,90588.0,172011.0,77316096.0,6337536.0,1437935050.342,4583.0,132.0
16.385,7.761,54.711,20.696,0.0,0.447,3958472704.0,245719040.0,10182664192.0,1.20769675264e+11,69284.0,155249.0,85417984.0,58864128.0,1437935051.342,10443.0,1401.0
12.102,3.372,45.288,39.143,0.0,0.095,4016304128.0,245760000.0,10182967296.0,1.20711499776e+11,125351.0,244713.0,44072960.0,47960576.0,1437935052.342,2362.0,261.0
3.614,2.388,49.120,44.877,0.0,0.0,4025012224.0,245772288.0,10184564736.0,1.20701181952e+11,122835.0,286838.0,872448.0,48067584.0,1437935053.342,32.0,302.0
17.459,4.341,47.307,30.830,0.0,0.063,4097421312.0,245780480.0,10187149312.0,1.20626180096e+11,118401.0,173348.0,75251712.0,15904768.0,1437935054.341,2802.0,221.0
28.164,7.992,42.436,21.281,0.0,0.127,4264808448.0,245800960.0,10192728064.0,1.20453193728e+11,197798.0,223566.0,69398528.0,17031680.0,1437935055.342,3390.0,368.0
33.885,11.369,31.465,23.248,0.0,0.032,4331819008.0,245837824.0,10197467136.0,1.20381407232e+11,64413.0,143288.0,46965760.0,65582080.0,1437935056.342,1684.0,596.0
33.831,9.053,35.419,21.633,0.0,0.064,4512477184.0,246050816.0,10208317440.0,1.2018968576e+11,176961.0,190775.0,67924992.0,36749312.0,1437935057.342,1555.0,751.0
24.367,3.101,53.639,18.861,0.0,0.032,4626604032.0,246194176.0,10214440960.0,1.20069292032e+11,80620.0,106925.0,91629568.0,35340800.0,1437935058.342,2483.0,600.0
18.388,2.267,53.243,26.039,0.0,0.063,4689498112.0,246226944.0,10216079360.0,1.20004726784e+11,102797.0,141268.0,51323904.0,45170688.0,1437935059.342,1974.0,335.0
28.062,3.630,47.854,20.391,0.0,0.063,4761264128.0,246259712.0,10218668032.0,1.19930339328e+11,46224.0,100208.0,43556864.0,39333888.0,1437935060.342,1573.0,450.0
30.016,5.606,35.780,28.535,0.0,0.063,4904419328.0,246284288.0,10219728896.0,1.19786098688e+11,256884.0,259000.0,88091136.0,10644480.0,1437935061.342,2387.0,164.0
26.018,9.189,41.522,23.271,0.0,0.0,5049368576.0,246329344.0,10222960640.0,1.1963787264e+11,116488.0,168510.0,96436224.0,4030464.0,1437935062.342,2345.0,191.0
15.428,18.909,33.866,31.734,0.0,0.063,5071568896.0,246329344.0,10222993408.0,1.19615639552e+11,106675.0,206061.0,25835008.0,27959296.0,1437935063.342,1092.0,3000.0
14.353,18.866,29.897,36.822,0.0,0.063,5108453376.0,246341632.0,10222555136.0,1.19579181056e+11,144137.0,398417.0,39403008.0,7348224.0,1437935064.342,1070.0,213.0
23.440,18.904,27.883,29.773,0.0,0.0,5275435008.0,246341632.0,10222505984.0,1.19412248576e+11,141008.0,274604.0,109215232.0,2846720.0,1437935065.342,4700.0,129.0
27.064,18.022,23.673,31.177,0.0,0.063,5434298368.0,246341632.0,10222522368.0,1.19253368832e+11,132186.0,219885.0,59467776.0,3473408.0,1437935066.342,3012.0,58.0
24.662,17.490,24.096,33.690,0.0,0.063,5578555392.0,246394880.0,10224300032.0,1.19107280896e+11,136786.0,324303.0,57837056.0,7626752.0,1437935067.342,3178.0,244.0
17.762,15.360,33.597,33.217,0.0,0.063,5688410112.0,246394880.0,10225201152.0,1.18996525056e+11,171997.0,342963.0,68010496.0,7102464.0,1437935068.342,3105.0,140.0
22.257,17.718,18.474,41.488,0.0,0.063,5847400448.0,246394880.0,10226298880.0,1.18836436992e+11,58292.0,122709.0,56544768.0,2928640.0,1437935069.342,4234.0,50.0
26.675,17.498,23.023,32.709,0.0,0.095,6195032064.0,246468608.0,10233479168.0,1.1848155136e+11,202796.0,253628.0,41811456.0,11875328.0,1437935070.342,3393.0,504.0
35.674,14.231,21.885,28.178,0.0,0.032,6494343168.0,246644736.0,10241294336.0,1.1817424896e+11,61540.0,174152.0,35396608.0,30680064.0,1437935071.342,2086.0,922.0
