"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","controller",,,,"User:","stack"
"Cmdline:","dstat -cmndTr --output 20_instancias_dstat_controller.csv",,,,"Date:","26 Jul 2015 14:59:47 BRT"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"epoch","io/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
0.727,0.267,98.666,0.336,0.000,0.003,11873202176.0,380776448.0,15717269504.0,39541354496.0,0.0,0.0,1219.094,922907.365,1437933587.930,0.085,89.797
0.656,0.156,99.062,0.125,0.0,0.0,11872931840.0,380776448.0,15717269504.0,39541624832.0,3574.0,33526.0,0.0,331776.0,1437933588.931,0.0,12.0
1.250,0.375,98.188,0.156,0.0,0.031,11873431552.0,380776448.0,15717277696.0,39541116928.0,1434.0,31423.0,0.0,364544.0,1437933589.931,0.0,12.0
0.501,0.407,98.058,1.034,0.0,0.0,11873587200.0,380776448.0,15717277696.0,39540961280.0,898.0,31224.0,0.0,7680000.0,1437933590.931,0.0,194.0
0.501,0.282,99.123,0.094,0.0,0.0,11872288768.0,380776448.0,15717298176.0,39542239232.0,2691.0,31592.0,0.0,307200.0,1437933591.931,0.0,12.0
0.532,0.407,98.905,0.156,0.0,0.0,11871895552.0,380776448.0,15717298176.0,39542632448.0,834.0,32755.0,0.0,249856.0,1437933592.931,0.0,11.0
0.501,0.282,98.841,0.376,0.0,0.0,11870937088.0,380776448.0,15717298176.0,39543590912.0,764.0,31263.0,0.0,294912.0,1437933593.931,0.0,12.0
0.501,0.282,99.092,0.125,0.0,0.0,11870109696.0,380776448.0,15717298176.0,39544418304.0,916.0,31295.0,0.0,270336.0,1437933594.931,0.0,8.0
0.501,0.251,99.154,0.094,0.0,0.0,11866775552.0,380776448.0,15717298176.0,39547752448.0,1786.0,31311.0,0.0,233472.0,1437933595.931,0.0,8.0
0.501,0.157,98.904,0.439,0.0,0.0,11865759744.0,380776448.0,15717302272.0,39548764160.0,1137.0,31306.0,0.0,380928.0,1437933596.931,0.0,11.0
0.501,0.219,99.154,0.125,0.0,0.0,11864252416.0,380776448.0,15717302272.0,39550271488.0,834.0,32729.0,0.0,114688.0,1437933597.931,0.0,7.0
0.563,0.219,99.092,0.125,0.0,0.0,11864252416.0,380776448.0,15717302272.0,39550271488.0,3157.0,32895.0,0.0,294912.0,1437933598.931,0.0,12.0
1.032,0.344,98.029,0.594,0.0,0.0,11863244800.0,380776448.0,15717302272.0,39551279104.0,834.0,31275.0,0.0,282624.0,1437933599.931,0.0,11.0
0.688,0.313,97.967,1.032,0.0,0.0,11864387584.0,380776448.0,15717306368.0,39550132224.0,834.0,31215.0,0.0,7589888.0,1437933600.931,0.0,187.0
2.632,0.595,96.521,0.251,0.0,0.0,11889250304.0,380776448.0,15717310464.0,39525265408.0,1092.0,31442.0,0.0,405504.0,1437933601.931,0.0,17.0
4.420,1.223,92.696,1.567,0.0,0.094,11896459264.0,380776448.0,15717330944.0,39518035968.0,904.0,32997.0,0.0,1224704.0,1437933602.931,0.0,124.0
4.016,1.130,93.285,1.537,0.0,0.031,11896799232.0,380776448.0,15717433344.0,39517593600.0,764.0,31198.0,0.0,1396736.0,1437933603.931,0.0,108.0
5.571,0.908,91.925,1.408,0.0,0.188,11896152064.0,380776448.0,15717478400.0,39518195712.0,834.0,31326.0,0.0,1888256.0,1437933604.931,0.0,147.0
4.253,0.813,92.714,2.033,0.0,0.188,11897671680.0,380776448.0,15725916160.0,39508238336.0,834.0,31341.0,0.0,10158080.0,1437933605.931,0.0,186.0
5.232,0.752,92.262,1.660,0.0,0.094,11897487360.0,380776448.0,15726006272.0,39508332544.0,1203.0,32746.0,0.0,1966080.0,1437933606.931,0.0,148.0
3.950,0.690,93.605,1.693,0.0,0.063,11900592128.0,380776448.0,15726080000.0,39505154048.0,1370.0,31314.0,0.0,1658880.0,1437933607.931,0.0,157.0
7.910,1.318,87.163,3.515,0.0,0.094,11876593664.0,380776448.0,15726161920.0,39529070592.0,121106.0,123873.0,0.0,4038656.0,1437933608.931,0.0,629.0
