"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute",,,,"User:","root"
"Cmdline:","dstat -cmndTr --output 5_instancias_dstat_compute.csv",,,,"Date:","26 Jul 2015 13:54:48 BRT"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"epoch","io/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
2.503,0.532,96.941,0.021,0.000,0.003,2371215360.0,243494912.0,9796485120.0,1.22745335808e+11,0.0,0.0,15226.390,904318.604,1437929688.787,0.920,187.038
0.156,0.250,99.594,0.0,0.0,0.0,2370805760.0,243494912.0,9796485120.0,1.22745745408e+11,1442.0,33275.0,0.0,0.0,1437929689.788,0.0,0.0
0.188,0.313,99.500,0.0,0.0,0.0,2370605056.0,243494912.0,9796493312.0,1.2274593792e+11,1044.0,31079.0,0.0,0.0,1437929690.788,0.0,0.0
0.313,0.219,99.468,0.0,0.0,0.0,2370224128.0,243494912.0,9796493312.0,1.22746318848e+11,974.0,32843.0,0.0,0.0,1437929691.788,0.0,0.0
0.219,0.344,99.437,0.0,0.0,0.0,2369372160.0,243494912.0,9796493312.0,1.22747170816e+11,1184.0,32636.0,0.0,8155136.0,1437929692.788,0.0,1726.0
0.188,0.313,99.499,0.0,0.0,0.0,2368712704.0,243494912.0,9796493312.0,1.22747830272e+11,1254.0,32514.0,0.0,0.0,1437929693.788,0.0,0.0
0.407,0.219,99.311,0.031,0.0,0.031,2368188416.0,243494912.0,9796493312.0,1.2274835456e+11,2713.0,33370.0,0.0,0.0,1437929694.788,0.0,0.0
0.721,0.282,98.997,0.0,0.0,0.0,2368069632.0,243494912.0,9796493312.0,1.22748473344e+11,117916.0,156602.0,0.0,0.0,1437929695.788,0.0,0.0
1.626,0.688,97.655,0.0,0.0,0.031,2367655936.0,243494912.0,9796521984.0,1.22748858368e+11,85420.0,185145.0,0.0,585728.0,1437929696.788,0.0,17.0
1.725,1.129,97.146,0.0,0.0,0.0,2369441792.0,243499008.0,9797308416.0,1.22746281984e+11,75172.0,155304.0,0.0,1908736.0,1437929697.788,0.0,68.0
5.205,3.073,91.659,0.0,0.0,0.063,2397863936.0,243499008.0,9801400320.0,1.22713767936e+11,111293.0,160776.0,0.0,4251648.0,1437929698.788,0.0,193.0
12.097,6.957,80.946,0.0,0.0,0.0,2395201536.0,243503104.0,9809645568.0,1.22708180992e+11,6318.0,38550.0,0.0,11640832.0,1437929699.787,0.0,509.0
6.742,2.697,90.122,0.408,0.0,0.031,2386903040.0,243503104.0,9812750336.0,1.2271337472e+11,21258.0,49543.0,4096.0,2166784.0,1437929700.787,1.0,64.0
4.197,0.877,94.488,0.438,0.0,0.0,2393403392.0,243503104.0,9813745664.0,1.2270587904e+11,29505.0,63169.0,111616.0,1069056.0,1437929701.788,25.0,46.0
3.480,0.564,95.956,0.0,0.0,0.0,2393346048.0,243503104.0,9815363584.0,1.22704318464e+11,15721.0,49117.0,4096.0,2113536.0,1437929702.788,1.0,94.0
7.111,5.632,85.777,1.479,0.0,0.0,2492272640.0,243507200.0,9817202688.0,1.22603548672e+11,78728.0,179103.0,23794688.0,3433984.0,1437929703.788,1515.0,142.0
10.361,7.096,82.009,0.440,0.0,0.094,2740981760.0,243507200.0,9817575424.0,1.22354466816e+11,44019.0,106425.0,50092544.0,0.0,1437929704.788,3048.0,0.0
6.899,2.258,90.593,0.251,0.0,0.0,2911510528.0,243507200.0,9818034176.0,1.22183479296e+11,47640.0,106656.0,1789952.0,0.0,1437929705.788,437.0,0.0
3.823,3.949,87.741,4.392,0.0,0.095,2974060544.0,243507200.0,9818132480.0,1.22120830976e+11,9810.0,54286.0,32142336.0,13030912.0,1437929706.788,5860.0,607.0
9.834,4.917,66.252,18.870,0.0,0.128,3074113536.0,243507200.0,9818136576.0,1.22020773888e+11,1324.0,41355.0,101584896.0,21917184.0,1437929707.788,8374.0,1018.0
9.836,1.898,77.830,10.405,0.0,0.032,3222679552.0,243507200.0,9818140672.0,1.21872203776e+11,2234.0,43461.0,47947776.0,13046272.0,1437929708.787,3049.0,71.0
11.742,2.052,75.915,10.227,0.0,0.063,3274895360.0,243511296.0,9818144768.0,1.21819979776e+11,8296.0,46274.0,57626624.0,16879616.0,1437929709.788,3133.0,90.0
15.912,1.855,77.201,5.031,0.0,0.0,3322744832.0,243519488.0,9818148864.0,1.21772118016e+11,1697.0,42746.0,56082432.0,32674816.0,1437929710.787,1646.0,215.0
10.447,1.157,80.513,7.851,0.0,0.031,3459792896.0,243519488.0,9818173440.0,1.21635045376e+11,31446.0,59607.0,124432384.0,56820224.0,1437929711.787,1781.0,241.0
9.179,0.909,86.999,2.882,0.0,0.031,3506311168.0,243523584.0,9818169344.0,1.21588527104e+11,9292.0,46845.0,3862528.0,70685184.0,1437929712.788,272.0,361.0
0.344,0.594,98.750,0.312,0.0,0.0,3505176576.0,243523584.0,9818181632.0,1.21589649408e+11,9554.0,47673.0,65536.0,20463616.0,1437929713.788,2.0,98.0
