"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute",,,,"User:","stack"
"Cmdline:","dstat -cmndTr --output 10_dstat_compute.csv 1 60",,,,"Date:","27 Jul 2015 01:38:04 BRT"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"epoch","io/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
2.452,0.524,96.987,0.035,0.000,0.003,2312237056.0,252739584.0,7778820096.0,1.24812734464e+11,0.0,0.0,65722.234,932793.697,1437971884.429,3.730,182.386
0.062,0.062,99.875,0.0,0.0,0.0,2311991296.0,252739584.0,7778820096.0,1.24812980224e+11,526.0,1384.0,0.0,0.0,1437971885.430,0.0,0.0
0.063,0.063,99.875,0.0,0.0,0.0,2311667712.0,252739584.0,7778828288.0,1.24813295616e+11,70.0,422.0,0.0,0.0,1437971886.430,0.0,0.0
0.094,0.062,99.844,0.0,0.0,0.0,2311278592.0,252739584.0,7778828288.0,1.24813684736e+11,198.0,422.0,0.0,102400.0,1437971887.430,0.0,2.0
0.188,0.0,99.812,0.0,0.0,0.0,2310930432.0,252739584.0,7778828288.0,1.24814032896e+11,134.0,438.0,0.0,0.0,1437971888.430,0.0,0.0
0.187,0.094,99.719,0.0,0.0,0.0,2310291456.0,252739584.0,7778828288.0,1.24814671872e+11,268.0,540.0,0.0,90112.0,1437971889.430,0.0,21.0
0.094,0.063,99.844,0.0,0.0,0.0,2310082560.0,252739584.0,7778832384.0,1.24814876672e+11,758.0,438.0,0.0,0.0,1437971890.430,0.0,0.0
0.094,0.031,99.875,0.0,0.0,0.0,2309181440.0,252739584.0,7778832384.0,1.24815777792e+11,649.0,422.0,0.0,0.0,1437971891.430,0.0,0.0
0.094,0.094,99.781,0.031,0.0,0.0,2308964352.0,252739584.0,7778832384.0,1.2481599488e+11,1836.0,2741.0,0.0,0.0,1437971892.430,0.0,0.0
0.219,0.063,99.719,0.0,0.0,0.0,2308640768.0,252739584.0,7778832384.0,1.24816318464e+11,268.0,540.0,0.0,32768.0,1437971893.430,0.0,2.0
0.344,0.062,99.594,0.0,0.0,0.0,2307993600.0,252739584.0,7778832384.0,1.24816965632e+11,140.0,556.0,0.0,0.0,1437971894.430,0.0,0.0
1.221,0.094,98.685,0.0,0.0,0.0,2307850240.0,252739584.0,7778840576.0,1.248171008e+11,91219.0,74758.0,0.0,16384.0,1437971895.430,0.0,4.0
0.718,0.219,99.032,0.0,0.0,0.031,2306965504.0,252739584.0,7778840576.0,1.24817985536e+11,116452.0,145189.0,0.0,0.0,1437971896.430,0.0,0.0
0.909,0.031,99.060,0.0,0.0,0.0,2306768896.0,252739584.0,7779606528.0,1.24817416192e+11,51404.0,87998.0,0.0,4096.0,1437971897.430,0.0,1.0
1.907,0.750,96.624,0.0,0.0,0.719,2309287936.0,252739584.0,7887781888.0,1.24706721792e+11,31806434.0,133882.0,0.0,77824.0,1437971898.430,0.0,2.0
2.315,0.532,96.810,0.0,0.0,0.344,2311786496.0,252760064.0,8004837376.0,1.24587147264e+11,115830544.0,441162.0,0.0,36864.0,1437971899.430,0.0,9.0
2.226,0.878,96.707,0.0,0.0,0.188,2316181504.0,252760064.0,8116518912.0,1.2447107072e+11,123246672.0,743113.0,0.0,88285184.0,1437971900.430,0.0,324.0
2.602,0.815,96.489,0.0,0.0,0.094,2317520896.0,252760064.0,8227024896.0,1.24359225344e+11,111561402.0,471599.0,0.0,0.0,1437971901.430,0.0,0.0
2.412,0.658,96.649,0.0,0.0,0.282,2319212544.0,252760064.0,8345292800.0,1.24239265792e+11,122316191.0,429668.0,0.0,0.0,1437971902.430,0.0,0.0
2.128,0.845,96.621,0.0,0.0,0.407,2321661952.0,252760064.0,8463872000.0,1.24118237184e+11,123379645.0,804869.0,0.0,110592.0,1437971903.430,0.0,2.0
2.376,0.813,96.499,0.031,0.0,0.281,2328313856.0,252760064.0,8577626112.0,1.23997831168e+11,123371036.0,758726.0,0.0,0.0,1437971904.430,0.0,0.0
2.135,1.005,94.443,2.041,0.0,0.377,2326786048.0,252760064.0,8695418880.0,1.23881566208e+11,120402574.0,354762.0,0.0,438321152.0,1437971905.430,0.0,1568.0
2.256,1.034,93.450,2.914,0.0,0.345,2328338432.0,252760064.0,8810684416.0,1.23764748288e+11,123120912.0,805976.0,0.0,208855040.0,1437971906.430,0.0,746.0
2.003,0.908,93.646,2.911,0.0,0.532,2332479488.0,252760064.0,8925106176.0,1.23646185472e+11,120397402.0,419856.0,0.0,207994880.0,1437971907.430,0.0,744.0
2.599,0.908,92.515,3.790,0.0,0.188,2333724672.0,252760064.0,8976248832.0,1.23593797632e+11,120369950.0,440786.0,0.0,219144192.0,1437971908.430,0.0,784.0
