"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute",,,,"User:","root"
"Cmdline:","dstat -cmndTr --output 10_dstat_docker.csv 1 180",,,,"Date:","06 Oct 2015 21:23:57 BRT"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"epoch","io/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
0.167,0.189,99.613,0.030,0.000,0.001,2106699776.0,90025984.0,480227328.0,1.32479578112e+11,0.0,0.0,41759.319,246885.397,1444177437.434,2.853,21.408
0.125,0.094,99.782,0.0,0.0,0.0,2106818560.0,90025984.0,480235520.0,1.32479451136e+11,268.0,1148.0,0.0,0.0,1444177438.435,0.0,0.0
0.094,0.063,99.844,0.0,0.0,0.0,2106310656.0,90030080.0,480231424.0,1.3247995904e+11,1104.0,422.0,0.0,118784.0,1444177439.435,0.0,14.0
0.187,0.094,99.719,0.0,0.0,0.0,2106683392.0,90030080.0,480239616.0,1.32479578112e+11,198.0,438.0,0.0,0.0,1444177440.435,0.0,0.0
0.125,0.187,99.688,0.0,0.0,0.0,2106167296.0,90030080.0,480239616.0,1.32480094208e+11,280.0,422.0,0.0,0.0,1444177441.435,0.0,0.0
0.063,0.063,99.875,0.0,0.0,0.0,2106929152.0,90030080.0,480235520.0,1.32479336448e+11,198.0,422.0,0.0,0.0,1444177442.435,0.0,0.0
0.281,0.094,99.594,0.031,0.0,0.0,2106195968.0,90030080.0,480239616.0,1.32480065536e+11,70.0,422.0,0.0,0.0,1444177443.435,0.0,0.0
0.063,0.031,99.906,0.0,0.0,0.0,2106798080.0,90030080.0,480239616.0,1.32479463424e+11,198.0,422.0,0.0,0.0,1444177444.435,0.0,0.0
0.125,0.031,99.844,0.0,0.0,0.0,2106040320.0,90038272.0,480239616.0,1.32480212992e+11,2505.0,2747.0,0.0,53248.0,1444177445.435,0.0,2.0
0.063,0.031,99.906,0.0,0.0,0.0,2106130432.0,90038272.0,480243712.0,1.32480118784e+11,198.0,438.0,0.0,0.0,1444177446.435,0.0,0.0
0.063,0.063,99.875,0.0,0.0,0.0,2106101760.0,90038272.0,480243712.0,1.32480147456e+11,70.0,422.0,0.0,0.0,1444177447.435,0.0,0.0
0.156,0.062,99.781,0.0,0.0,0.0,2106470400.0,90038272.0,480247808.0,1.3247977472e+11,198.0,422.0,0.0,0.0,1444177448.435,0.0,0.0
