"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute",,,,"User:","root"
"Cmdline:","dstat -cmndTr --output 10_dstat_kvm.csv 1 180",,,,"Date:","07 Oct 2015 01:29:23 BRT"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"epoch","io/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
0.168,0.189,99.612,0.031,0.000,0.001,2195849216.0,311672832.0,1985568768.0,1.30663440384e+11,0.0,0.0,43143.783,247385.738,1444192163.054,2.952,21.371
0.156,0.156,99.688,0.0,0.0,0.0,2195959808.0,311672832.0,1985581056.0,1.30663317504e+11,328.0,1266.0,0.0,0.0,1444192164.055,0.0,0.0
0.281,0.094,99.625,0.0,0.0,0.0,2195587072.0,311672832.0,1985581056.0,1.3066369024e+11,198.0,422.0,0.0,40960.0,1444192165.055,0.0,2.0
0.063,0.0,99.937,0.0,0.0,0.0,2195644416.0,311672832.0,1985581056.0,1.30663632896e+11,1869.0,2586.0,0.0,0.0,1444192166.054,0.0,0.0
0.156,0.125,99.719,0.0,0.0,0.0,2194882560.0,311672832.0,1985581056.0,1.30664394752e+11,890.0,422.0,0.0,0.0,1444192167.055,0.0,0.0
0.157,0.063,99.781,0.0,0.0,0.0,2194952192.0,311672832.0,1985581056.0,1.3066432512e+11,70.0,422.0,0.0,0.0,1444192168.054,0.0,0.0
0.063,0.063,99.875,0.0,0.0,0.0,2194784256.0,311672832.0,1985581056.0,1.30664493056e+11,518.0,2279.0,0.0,0.0,1444192169.055,0.0,0.0
0.063,0.0,99.937,0.0,0.0,0.0,2194894848.0,311672832.0,1985585152.0,1.30664378368e+11,70.0,422.0,0.0,32768.0,1444192170.054,0.0,1.0
0.125,0.063,99.812,0.0,0.0,0.0,2194358272.0,311676928.0,1985581056.0,1.30664914944e+11,1795.0,2757.0,0.0,24576.0,1444192171.055,0.0,2.0
0.094,0.063,99.844,0.0,0.0,0.0,2194620416.0,311676928.0,1985581056.0,1.306646528e+11,70.0,438.0,0.0,0.0,1444192172.055,0.0,0.0
0.219,0.125,99.656,0.0,0.0,0.0,2193338368.0,311676928.0,1985581056.0,1.30665934848e+11,198.0,422.0,0.0,0.0,1444192173.055,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,2193719296.0,311676928.0,1985585152.0,1.30665549824e+11,70.0,422.0,0.0,0.0,1444192174.055,0.0,0.0
0.156,0.031,99.812,0.0,0.0,0.0,2193960960.0,311676928.0,1985589248.0,1.30665304064e+11,198.0,422.0,0.0,81920.0,1444192175.055,0.0,17.0
0.627,0.094,99.279,0.0,0.0,0.0,2194214912.0,311676928.0,1985589248.0,1.30665050112e+11,70.0,438.0,0.0,0.0,1444192176.054,0.0,0.0
1.190,0.125,98.685,0.0,0.0,0.0,2193731584.0,311681024.0,1985597440.0,1.30665521152e+11,189202.0,255463.0,0.0,20480.0,1444192177.055,0.0,2.0
0.939,0.188,98.874,0.0,0.0,0.0,2194427904.0,311681024.0,1985609728.0,1.30664812544e+11,62073.0,168028.0,0.0,0.0,1444192178.054,0.0,0.0
1.000,0.219,98.781,0.0,0.0,0.0,2194092032.0,311681024.0,1985617920.0,1.30665140224e+11,62271.0,167733.0,0.0,0.0,1444192179.055,0.0,0.0
2.189,0.281,97.467,0.0,0.0,0.063,2195341312.0,311681024.0,1985646592.0,1.30663862272e+11,80770.0,173076.0,0.0,0.0,1444192180.054,0.0,0.0
2.637,0.879,96.453,0.0,0.0,0.031,2198130688.0,311709696.0,1985626112.0,1.30661064704e+11,225729.0,548233.0,0.0,888832.0,1444192181.055,0.0,35.0
2.663,1.786,95.520,0.031,0.0,0.0,2209435648.0,311758848.0,1988206592.0,1.30647130112e+11,132900.0,519605.0,0.0,2367488.0,1444192182.055,0.0,90.0
2.633,1.536,95.799,0.0,0.0,0.031,2200141824.0,311771136.0,1991405568.0,1.30653212672e+11,103250.0,376381.0,0.0,1413120.0,1444192183.055,0.0,52.0
3.010,0.470,96.519,0.0,0.0,0.0,2199953408.0,311771136.0,1992007680.0,1.30652798976e+11,170424.0,592991.0,0.0,8192.0,1444192184.055,0.0,2.0
3.160,0.970,95.870,0.0,0.0,0.0,2200211456.0,311771136.0,1992060928.0,1.3065248768e+11,172970.0,696614.0,0.0,331776.0,1444192185.055,0.0,11.0
4.423,0.408,94.699,0.439,0.0,0.031,2208546816.0,311783424.0,1992208384.0,1.30643992576e+11,147252.0,693671.0,111104.0,753664.0,1444192186.055,24.0,32.0
3.375,0.219,96.406,0.0,0.0,0.0,2211229696.0,311783424.0,1992380416.0,1.30641137664e+11,44904.0,266235.0,8704.0,0.0,1444192187.054,3.0,0.0
3.190,0.313,96.497,0.0,0.0,0.0,2212720640.0,311783424.0,1992458240.0,1.30639568896e+11,1457.0,2722.0,8192.0,0.0,1444192188.054,2.0,0.0
3.126,0.188,95.811,0.875,0.0,0.0,2211770368.0,311783424.0,1992491008.0,1.306404864e+11,262.0,438.0,12288.0,0.0,1444192189.054,3.0,0.0
