"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","controller",,,,"User:","stack"
"Cmdline:","dstat -cmndTr --output 20_dstat_controller.csv 1 120",,,,"Date:","28 Jul 2015 01:42:33 BRT"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"epoch","io/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","epoch","read","writ"
0.730,0.265,98.670,0.331,0.000,0.003,11154649088.0,408678400.0,11948236800.0,44001038336.0,0.0,0.0,1193.204,910617.561,1438058553.641,0.084,87.796
0.407,0.125,99.436,0.031,0.0,0.0,11166445568.0,408678400.0,11948240896.0,43989237760.0,322.0,1148.0,0.0,114688.0,1438058554.642,0.0,7.0
0.313,0.094,99.530,0.063,0.0,0.0,11165872128.0,408678400.0,11948240896.0,43989811200.0,134.0,438.0,0.0,20480.0,1438058555.642,0.0,3.0
0.438,0.125,99.436,0.0,0.0,0.0,11165687808.0,408678400.0,11948249088.0,43989987328.0,134.0,438.0,0.0,16384.0,1438058556.642,0.0,2.0
0.470,0.125,99.405,0.0,0.0,0.0,11165421568.0,408678400.0,11948249088.0,43990253568.0,476.0,438.0,0.0,53248.0,1438058557.642,0.0,3.0
0.439,0.188,98.402,0.971,0.0,0.0,11165097984.0,408678400.0,11948249088.0,43990577152.0,1034.0,438.0,0.0,6868992.0,1438058558.642,0.0,170.0
0.910,0.220,98.777,0.094,0.0,0.0,11165052928.0,408678400.0,11948249088.0,43990622208.0,1991.0,828.0,0.0,36864.0,1438058559.642,0.0,6.0
0.658,0.188,99.060,0.094,0.0,0.0,11171790848.0,408678400.0,11948249088.0,43983884288.0,3358.0,2035.0,0.0,20480.0,1438058560.642,0.0,3.0
3.162,0.407,96.024,0.344,0.0,0.063,11189637120.0,408678400.0,11948253184.0,43966033920.0,322.0,556.0,0.0,339968.0,1438058561.642,0.0,52.0
